Name,AAPL,AMZN,GOOGL,JPM,MSFT,NVDA,PFE,XOM
AAPL,1.0,0.28765947491987315,0.3488576387551408,0.327790252634684,0.3665978124217739,0.29018951983610497,0.20741201100451737,0.25635600754504745
AMZN,0.28765947491987315,1.0,0.5484226816132235,0.29115587602675363,0.4026783699418722,0.25813851088754597,0.22457778835721334,0.23496470227449873
GOOGL,0.3488576387551408,0.5484226816132235,1.0,0.35638314379987907,0.4883726134405916,0.306618160594751,0.3254246064933008,0.28596403785982855
JPM,0.327790252634684,0.29115587602675363,0.35638314379987907,1.0,0.41348832476318953,0.3001499530898897,0.4342822305090031,0.4989198195754252
MSFT,0.3665978124217739,0.4026783699418722,0.4883726134405916,0.41348832476318953,1.0,0.34532099588407844,0.29551598115729677,0.32568177017309397
NVDA,0.29018951983610497,0.25813851088754597,0.306618160594751,0.3001499530898897,0.34532099588407844,1.0,0.1652539237301179,0.18853547340656626
PFE,0.20741201100451737,0.22457778835721334,0.3254246064933008,0.4342822305090031,0.29551598115729677,0.1652539237301179,1.0,0.3547344776326793
XOM,0.25635600754504745,0.23496470227449873,0.28596403785982855,0.4989198195754252,0.32568177017309397,0.18853547340656626,0.3547344776326793,1.0
