date,AAPL,AMZN,GOOGL,JPM,MSFT,NVDA,PFE,XOM
2013-02-11,0.010422346737563704,-0.01809505630845587,-0.0037562548066196744,0.0006169031462059937,0.011252268602540694,0.011317704122878025,0.009672619047619069,-0.003724184629274374
2013-02-12,-0.02506658265438,0.005792931845573612,-0.0021984100150868047,0.009864364981504448,0.00071787508973431,-0.006394884092725817,-0.005526897568165157,0.0020389669234253116
2013-02-13,-0.001902972347059051,0.04163123308851957,0.0027667993293756243,-0.009361009361009365,0.0053802008608321295,-0.00482703137570395,0.0003705075954056891,0.002373954329640604
2013-02-14,-0.0008993398845246192,-0.0008535272943185346,0.00633579482897062,0.011092851273623694,0.0003567606136281043,0.029102667744543398,0.0022222222222221255,-0.0016916657268524204
2013-02-15,-0.013779787444715974,-0.01541375724260896,0.006435391585018602,-0.006907761072734608,-0.0010699001426532906,7.855459544381382e-05,0.008499630450850004,-0.0018075011296881938
2013-02-19,-0.0003696542743747422,0.01757893545588307,0.017606529963859474,0.01166121112929619,0.001249553730810371,-0.013824522818317475,0.015390252839868168,0.010864644635581566
2013-02-20,-0.02421750404791767,-0.012381835032437394,-0.017834803099534335,-0.01698685540950462,-0.006239971474416128,-0.013938669852648244,-0.005052327679538116,-0.003918495297805524
2013-02-21,-0.006216333392595863,-0.0017641980406142288,0.003874176743745128,-0.007405883563052829,-0.013634732687477613,-0.0072697899838450875,-0.005803409503083112,-0.004271102618860212
2013-02-22,0.010649249562166174,-0.0019553282695343732,0.005254383382877537,0.013678756476683818,0.00982175336486013,0.018714401952807158,-0.0010944910616563774,0.006885653008240178
2013-02-25,-0.017768247274127513,-0.020910255444201664,-0.011179126101891645,-0.02473931711306465,-0.014048991354466911,-0.01757188498402551,-0.019722425127830512,-0.01681614349775784
2013-02-26,0.01393361377616098,-0.0019625197213991585,-0.0008092871703601068,-0.002096436058700246,0.0,0.005691056910569037,0.007078986587183422,0.009236031927023935
2013-02-27,-0.009800665746782178,0.014998457742134486,0.012213115811177788,0.03529411764705892,0.01607599561563755,0.01859337105901382,0.014058453570107154,0.011524121568184276
2013-02-28,-0.007129597117929709,0.0038746438746437573,0.0017754632330220232,-0.007305194805194759,-0.00035958288385462556,0.004761904761904745,-0.0014593214155417256,0.0002233888082205926
2013-03-01,-0.02476168425125802,0.0055624929049835625,0.006228170232164265,-0.00020441537203608195,0.0053956834532373765,0.003949447077409296,0.00073072707343802,-0.0013400335008374453
2013-03-04,-0.02420657054070441,0.027733875216376935,0.018995628480035,0.0038846861582499947,0.007155635062611854,-0.0043273013375296765,0.010952902519167695,-0.0053673264005368315
2013-03-05,0.02641020812537187,0.009080590238365271,0.020815355863905927,0.007942973523421548,0.007104795737122638,0.011457921770051449,0.013723365836041834,0.00741989881956151
2013-03-06,-0.012714334190047749,-0.00653144163431163,-0.008614287623715966,0.01091129521115386,-0.00917107583774257,-0.0007812500000000666,0.0017812611328820172,-0.0005579734404641545
2013-03-07,0.01155918222362562,0.00032871909127418775,0.001462609139937232,0.011992804317409567,0.0017799928800286136,-0.0023455824863173325,0.005334281650070993,-0.009490844126842424
2013-03-08,0.0026417738413992975,0.0011318825763106943,-0.0012922522697205174,-0.008492988346829988,-0.00497512437810943,0.004702194357366851,-0.0028298549699327102,0.0029308984330966847
2013-03-11,0.014245827266506916,-0.010758962763047442,0.003968515228420344,0.005577689243027706,-0.00464285714285706,-0.00975039001560063,0.0021284143313231585,0.002135551309430106
2013-03-12,-0.02155938663017476,0.010654770682790193,-0.008636580559341023,-0.003961965134706702,0.0014352350197344155,0.0035447026388342184,-0.010973451327433548,0.0
2013-03-13,-0.00018626172713642752,0.0035384671506220045,-0.002778966092316426,-0.0023866348448687846,0.00017914725904688567,0.0,0.0028632784538296097,0.0011215791834904287
2013-03-14,0.009689048384777355,-0.03402399127589972,-0.004568016332431757,0.01674641148325362,0.007881067526419594,0.0007849293563579884,0.0032119914346895317,0.006385839121666903
2013-03-15,0.025802086890655884,-0.014751260630691765,-0.008810236275623717,-0.019215686274509758,-0.003554291807357446,-0.008627450980392082,-0.0032017075773745907,-0.005120783702549203
2013-03-18,0.027183697039597776,-0.015010312428385908,-0.007997140040367223,-0.010195921631347526,0.002318530408418118,-0.007120253164557,0.0007137758743753775,-0.00671366230278625
2013-03-19,-0.002698808653391338,-0.0057388809182208345,0.00437003415047621,-0.006261361341143079,0.002846975088967918,-0.0063745019920318224,-0.001783166904422262,-0.0021403627351582744
2013-03-20,-0.005302870450089259,0.003385203385203317,0.004175925225893273,-0.001626016260162677,0.004790631653655231,0.01202886928628688,0.010718113612004254,0.0005644615037254663
2013-03-21,0.001436915091943991,-0.015112057774081089,-0.004232377071493265,-0.015675895765472236,-0.007239978809818193,-0.015847860538827252,-0.006362672322375418,-0.005190116213471652
2013-03-22,0.020278126526850793,0.017206677453727615,-0.001170833296390672,0.008893485005170731,0.004980434009249413,0.004830917874396157,0.009605122732123883,0.012702733356016793
2013-03-25,0.003614342803366144,-0.00671193016488858,-0.0008270042277324086,-0.005330053300532933,-0.003185840707964571,-0.005608974358974339,-0.007751937984496138,-0.003023854854967034
2013-03-26,-0.005271375419777402,0.01675650339817203,0.003433649668036054,0.002473206924979321,-0.00017755681818176772,0.00725221595487513,0.015625,0.012469108065603196
2013-03-27,-0.019638262506356363,0.019169451807460325,-0.012013540040952675,-0.01788651315789469,0.007636299058781715,0.01200000000000001,0.0013986013986013734,0.004992788194829734
2013-03-28,-0.020836817233071514,0.004485488126649173,-0.01055481611714093,-0.006489428511618267,0.008283397955586969,0.014229249011857625,0.007681564245810124,-0.005188783395893126
2013-04-01,-0.031062461751092396,-0.01831213178730906,0.008816549603249069,0.007796038769489977,0.00017479461632574633,-0.03273577552611062,-0.0006930006930007115,0.007324381311730077
